GO.ID	Term	Annotated	Significant	Expected	classic
GO:0035019	somatic stem cell population maintenance	15	8	9.85	0.89726
GO:0048072	compound eye pigmentation	15	8	9.85	0.89726
GO:0042440	pigment metabolic process	95	57	62.37	0.89811
GO:0001710	mesodermal cell fate commitment	8	4	5.25	0.90138
GO:0006390	transcription from mitochondrial promoter	8	4	5.25	0.90138
GO:0006750	glutathione biosynthetic process	8	4	5.25	0.90138
GO:0007318	pole plasm protein localization	8	4	5.25	0.90138
GO:0009113	purine nucleobase biosynthetic process	8	4	5.25	0.90138
GO:0019184	nonribosomal peptide biosynthetic process	8	4	5.25	0.90138
GO:0030810	positive regulation of nucleotide biosynthetic process	8	4	5.25	0.90138
GO:0042417	dopamine metabolic process	8	4	5.25	0.90138
GO:0042684	cardioblast cell fate commitment	8	4	5.25	0.90138
GO:0043090	amino acid import	8	4	5.25	0.90138
GO:0046011	regulation of oskar mRNA translation	8	4	5.25	0.90138
GO:0048333	mesodermal cell differentiation	8	4	5.25	0.90138
GO:0060361	flight	8	4	5.25	0.90138
GO:0060967	negative regulation of gene silencing by RNA	8	4	5.25	0.90138
GO:0097035	regulation of membrane lipid distribution	8	4	5.25	0.90138
GO:0098581	detection of external biotic stimulus	8	4	5.25	0.90138
GO:1900373	positive regulation of purine nucleotide biosynthetic process	8	4	5.25	0.90138
GO:0009308	amine metabolic process	27	15	17.73	0.90301
GO:0009636	response to toxic substance	27	15	17.73	0.90301
GO:0044106	cellular amine metabolic process	27	15	17.73	0.90301
GO:1901615	organic hydroxy compound metabolic process	108	65	70.9	0.90345
GO:0048069	eye pigmentation	37	21	24.29	0.90421
GO:0048859	formation of anatomical boundary	37	21	24.29	0.90421
GO:0090307	mitotic spindle assembly	37	21	24.29	0.90421
GO:0042181	ketone biosynthetic process	22	12	14.44	0.90510
GO:0051321	meiotic cell cycle	129	78	84.69	0.90973
GO:0007549	dosage compensation	17	9	11.16	0.91076
GO:0046058	cAMP metabolic process	17	9	11.16	0.91076
GO:0000959	mitochondrial RNA metabolic process	10	5	6.57	0.91271
GO:0006376	mRNA splice site selection	10	5	6.57	0.91271
GO:0006805	xenobiotic metabolic process	10	5	6.57	0.91271
GO:0006998	nuclear envelope organization	10	5	6.57	0.91271
GO:0007006	mitochondrial membrane organization	10	5	6.57	0.91271
GO:0009410	response to xenobiotic stimulus	10	5	6.57	0.91271
GO:0009595	detection of biotic stimulus	10	5	6.57	0.91271
GO:0010675	regulation of cellular carbohydrate metabolic process	10	5	6.57	0.91271
GO:0016348	imaginal disc-derived leg joint morphogenesis	10	5	6.57	0.91271
GO:0030497	fatty acid elongation	10	5	6.57	0.91271
GO:0030808	regulation of nucleotide biosynthetic process	10	5	6.57	0.91271
GO:0046174	polyol catabolic process	10	5	6.57	0.91271
GO:0050919	negative chemotaxis	10	5	6.57	0.91271
GO:0051310	metaphase plate congression	10	5	6.57	0.91271
GO:0071466	cellular response to xenobiotic stimulus	10	5	6.57	0.91271
GO:0097194	execution phase of apoptosis	10	5	6.57	0.91271
GO:1900371	regulation of purine nucleotide biosynthetic process	10	5	6.57	0.91271
GO:0006726	eye pigment biosynthetic process	29	16	19.04	0.91512
GO:0006869	lipid transport	29	16	19.04	0.91512
GO:0042441	eye pigment metabolic process	29	16	19.04	0.91512
GO:0043324	pigment metabolic process involved in developmental pigmentation	29	16	19.04	0.91512
GO:0043474	pigment metabolic process involved in pigmentation	29	16	19.04	0.91512
GO:0050832	defense response to fungus	44	25	28.89	0.91695
GO:0009187	cyclic nucleotide metabolic process	24	13	15.76	0.91725
GO:0001510	RNA methylation	19	10	12.47	0.92225
GO:0032784	regulation of DNA-templated transcription, elongation	19	10	12.47	0.92225
GO:0035285	appendage segmentation	19	10	12.47	0.92225
GO:0036011	imaginal disc-derived leg segmentation	19	10	12.47	0.92225
GO:0048520	positive regulation of behavior	19	10	12.47	0.92225
GO:0006144	purine nucleobase metabolic process	12	6	7.88	0.92301
GO:0007519	skeletal muscle tissue development	12	6	7.88	0.92301
GO:0009047	dosage compensation by hyperactivation of X chromosome	12	6	7.88	0.92301
GO:0034331	cell junction maintenance	12	6	7.88	0.92301
GO:0035234	ectopic germ cell programmed cell death	12	6	7.88	0.92301
GO:0044719	regulation of imaginal disc-derived wing size	12	6	7.88	0.92301
GO:0050000	chromosome localization	12	6	7.88	0.92301
GO:0051303	establishment of chromosome localization	12	6	7.88	0.92301
GO:1901658	glycosyl compound catabolic process	12	6	7.88	0.92301
GO:0033206	meiotic cytokinesis	31	17	20.35	0.92560
GO:0007126	meiotic nuclear division	122	73	80.09	0.92667
GO:0006368	transcription elongation from RNA polymerase II promoter	26	14	17.07	0.92769
GO:0008344	adult locomotory behavior	51	29	33.48	0.92792
GO:0015711	organic anion transport	69	40	45.3	0.92854
GO:0007600	sensory perception	87	51	57.12	0.93204
GO:0009112	nucleobase metabolic process	21	11	13.79	0.93210
GO:0042446	hormone biosynthetic process	21	11	13.79	0.93210
GO:0009312	oligosaccharide biosynthetic process	14	7	9.19	0.93218
GO:0043647	inositol phosphate metabolic process	14	7	9.19	0.93218
GO:0045456	ecdysteroid biosynthetic process	14	7	9.19	0.93218
GO:0048066	developmental pigmentation	66	38	43.33	0.93375
GO:0070371	ERK1 and ERK2 cascade	38	21	24.95	0.93395
GO:0070372	regulation of ERK1 and ERK2 cascade	38	21	24.95	0.93395
GO:0007591	molting cycle, chitin-based cuticle	48	27	31.51	0.93480
GO:0042303	molting cycle	48	27	31.51	0.93480
GO:0046579	positive regulation of Ras protein signal transduction	53	30	34.79	0.93594
GO:0051057	positive regulation of small GTPase mediated signal transduction	53	30	34.79	0.93594
GO:0006354	DNA-templated transcription, elongation	28	15	18.38	0.93668
GO:1903046	meiotic cell cycle process	126	75	82.72	0.93881
GO:0007617	mating behavior	63	36	41.36	0.93897
GO:0006446	regulation of translational initiation	16	8	10.5	0.94027
GO:0034637	cellular carbohydrate biosynthetic process	16	8	10.5	0.94027
GO:0051052	regulation of DNA metabolic process	35	19	22.98	0.94258
GO:1901617	organic hydroxy compound biosynthetic process	30	16	19.7	0.94447
GO:0007618	mating	65	37	42.67	0.94549
GO:0006694	steroid biosynthetic process	18	9	11.82	0.94738
GO:0008592	regulation of Toll signaling pathway	18	9	11.82	0.94738
GO:0046164	alcohol catabolic process	18	9	11.82	0.94738
GO:1901616	organic hydroxy compound catabolic process	18	9	11.82	0.94738
GO:0006152	purine nucleoside catabolic process	7	3	4.6	0.94870
GO:0006625	protein targeting to peroxisome	7	3	4.6	0.94870
GO:0006687	glycosphingolipid metabolic process	7	3	4.6	0.94870
GO:0007296	vitellogenesis	7	3	4.6	0.94870
GO:0007414	axonal defasciculation	7	3	4.6	0.94870
GO:0008343	adult feeding behavior	7	3	4.6	0.94870
GO:0010906	regulation of glucose metabolic process	7	3	4.6	0.94870
GO:0016201	synaptic target inhibition	7	3	4.6	0.94870
GO:0033119	negative regulation of RNA splicing	7	3	4.6	0.94870
GO:0034389	lipid particle organization	7	3	4.6	0.94870
GO:0042273	ribosomal large subunit biogenesis	7	3	4.6	0.94870
GO:0042810	pheromone metabolic process	7	3	4.6	0.94870
GO:0043248	proteasome assembly	7	3	4.6	0.94870
GO:0043574	peroxisomal transport	7	3	4.6	0.94870
GO:0044275	cellular carbohydrate catabolic process	7	3	4.6	0.94870
GO:0045751	negative regulation of Toll signaling pathway	7	3	4.6	0.94870
GO:0046130	purine ribonucleoside catabolic process	7	3	4.6	0.94870
GO:0050686	negative regulation of mRNA processing	7	3	4.6	0.94870
GO:0051181	cofactor transport	7	3	4.6	0.94870
GO:0052646	alditol phosphate metabolic process	7	3	4.6	0.94870
GO:0072662	protein localization to peroxisome	7	3	4.6	0.94870
GO:0072663	establishment of protein localization to peroxisome	7	3	4.6	0.94870
GO:0090263	positive regulation of canonical Wnt signaling pathway	7	3	4.6	0.94870
GO:1900117	regulation of execution phase of apoptosis	7	3	4.6	0.94870
GO:1903312	negative regulation of mRNA metabolic process	7	3	4.6	0.94870
GO:0010035	response to inorganic substance	37	20	24.29	0.94947
GO:0000188	inactivation of MAPK activity	5	2	3.28	0.94959
GO:0000272	polysaccharide catabolic process	5	2	3.28	0.94959
GO:0006154	adenosine catabolic process	5	2	3.28	0.94959
GO:0006336	DNA replication-independent nucleosome assembly	5	2	3.28	0.94959
GO:0006509	membrane protein ectodomain proteolysis	5	2	3.28	0.94959
GO:0006595	polyamine metabolic process	5	2	3.28	0.94959
GO:0007320	insemination	5	2	3.28	0.94959
GO:0007503	fat body development	5	2	3.28	0.94959
GO:0008315	meiotic G2/MI transition	5	2	3.28	0.94959
GO:0009219	pyrimidine deoxyribonucleotide metabolic process	5	2	3.28	0.94959
GO:0009394	2'-deoxyribonucleotide metabolic process	5	2	3.28	0.94959
GO:0019692	deoxyribose phosphate metabolic process	5	2	3.28	0.94959
GO:0030576	Cajal body organization	5	2	3.28	0.94959
GO:0034724	DNA replication-independent nucleosome organization	5	2	3.28	0.94959
GO:0040020	regulation of meiotic nuclear division	5	2	3.28	0.94959
GO:0042026	protein refolding	5	2	3.28	0.94959
GO:0042688	crystal cell differentiation	5	2	3.28	0.94959
GO:0044247	cellular polysaccharide catabolic process	5	2	3.28	0.94959
GO:0044771	meiotic cell cycle phase transition	5	2	3.28	0.94959
GO:0045740	positive regulation of DNA replication	5	2	3.28	0.94959
GO:0046085	adenosine metabolic process	5	2	3.28	0.94959
GO:0046102	inosine metabolic process	5	2	3.28	0.94959
GO:0046103	inosine biosynthetic process	5	2	3.28	0.94959
GO:0050921	positive regulation of chemotaxis	5	2	3.28	0.94959
GO:0051480	cytosolic calcium ion homeostasis	5	2	3.28	0.94959
GO:0060612	adipose tissue development	5	2	3.28	0.94959
GO:0070192	chromosome organization involved in meiosis	5	2	3.28	0.94959
GO:0090329	regulation of DNA-dependent DNA replication	5	2	3.28	0.94959
GO:0090382	phagosome maturation	5	2	3.28	0.94959
GO:1902669	positive regulation of axon guidance	5	2	3.28	0.94959
GO:2000826	regulation of heart morphogenesis	5	2	3.28	0.94959
GO:0006778	porphyrin-containing compound metabolic process	9	4	5.91	0.95111
GO:0009164	nucleoside catabolic process	9	4	5.91	0.95111
GO:0042168	heme metabolic process	9	4	5.91	0.95111
GO:0042454	ribonucleoside catabolic process	9	4	5.91	0.95111
GO:0042766	nucleosome mobilization	9	4	5.91	0.95111
GO:0043455	regulation of secondary metabolic process	9	4	5.91	0.95111
GO:1990267	response to transition metal nanoparticle	9	4	5.91	0.95111
GO:0043473	pigmentation	72	41	47.27	0.95251
GO:0042391	regulation of membrane potential	20	10	13.13	0.95362
GO:0044705	multi-organism reproductive behavior	77	44	50.55	0.95380
GO:0007270	neuron-neuron synaptic transmission	11	5	7.22	0.95475
GO:0030516	regulation of axon extension	11	5	7.22	0.95475
GO:0061387	regulation of extent of cell growth	11	5	7.22	0.95475
GO:0070374	positive regulation of ERK1 and ERK2 cascade	34	18	22.32	0.95710
GO:0006171	cAMP biosynthetic process	13	6	8.53	0.95875
GO:0007593	chitin-based cuticle sclerotization	13	6	8.53	0.95875
GO:0033013	tetrapyrrole metabolic process	13	6	8.53	0.95875
GO:0052652	cyclic purine nucleotide metabolic process	13	6	8.53	0.95875
GO:0097164	ammonium ion metabolic process	22	11	14.44	0.95910
GO:0000245	spliceosomal complex assembly	15	7	9.85	0.96273
GO:0048137	spermatocyte division	15	7	9.85	0.96273
GO:0060070	canonical Wnt signaling pathway	24	12	15.76	0.96390
GO:0006066	alcohol metabolic process	48	26	31.51	0.96455
GO:0007619	courtship behavior	43	23	28.23	0.96535
GO:0019098	reproductive behavior	78	44	51.21	0.96598
GO:0009190	cyclic nucleotide biosynthetic process	17	8	11.16	0.96650
GO:0019751	polyol metabolic process	19	9	12.47	0.97000
GO:0006820	anion transport	95	54	62.37	0.97162
GO:0006261	DNA-dependent DNA replication	49	26	32.17	0.97607
GO:0030177	positive regulation of Wnt signaling pathway	23	11	15.1	0.97607
GO:0007564	regulation of chitin-based cuticle tanning	10	4	6.57	0.97671
GO:0048082	regulation of adult chitin-containing cuticle pigmentation	10	4	6.57	0.97671
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	10	4	6.57	0.97671
GO:0006779	porphyrin-containing compound biosynthetic process	8	3	5.25	0.97709
GO:0006783	heme biosynthetic process	8	3	5.25	0.97709
GO:0007020	microtubule nucleation	8	3	5.25	0.97709
GO:0007141	male meiosis I	8	3	5.25	0.97709
GO:0006275	regulation of DNA replication	12	5	7.88	0.97742
GO:0048085	adult chitin-containing cuticle pigmentation	12	5	7.88	0.97742
GO:0009225	nucleotide-sugar metabolic process	14	6	9.19	0.97868
GO:0002764	immune response-regulating signaling pathway	6	2	3.94	0.97957
GO:0006072	glycerol-3-phosphate metabolic process	6	2	3.94	0.97957
GO:0006189	'de novo' IMP biosynthetic process	6	2	3.94	0.97957
GO:0006282	regulation of DNA repair	6	2	3.94	0.97957
GO:0006688	glycosphingolipid biosynthetic process	6	2	3.94	0.97957
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	6	2	3.94	0.97957
GO:0007599	hemostasis	6	2	3.94	0.97957
GO:0008156	negative regulation of DNA replication	6	2	3.94	0.97957
GO:0009309	amine biosynthetic process	6	2	3.94	0.97957
GO:0030488	tRNA methylation	6	2	3.94	0.97957
GO:0030575	nuclear body organization	6	2	3.94	0.97957
GO:0042381	hemolymph coagulation	6	2	3.94	0.97957
GO:0042401	cellular biogenic amine biosynthetic process	6	2	3.94	0.97957
GO:0045773	positive regulation of axon extension	6	2	3.94	0.97957
GO:0050772	positive regulation of axonogenesis	6	2	3.94	0.97957
GO:0050817	coagulation	6	2	3.94	0.97957
GO:0009628	response to abiotic stimulus	286	172	187.76	0.97985
GO:0007631	feeding behavior	29	14	19.04	0.98308
GO:0009620	response to fungus	55	29	36.11	0.98339
GO:0007629	flight behavior	20	9	13.13	0.98340
GO:0044786	cell cycle DNA replication	22	10	14.44	0.98493
GO:0007140	male meiosis	52	27	34.14	0.98594
GO:0007112	male meiosis cytokinesis	24	11	15.76	0.98637
GO:0010038	response to metal ion	24	11	15.76	0.98637
GO:0007606	sensory perception of chemical stimulus	47	24	30.86	0.98683
GO:0042335	cuticle development	91	50	59.74	0.98744
GO:0040003	chitin-based cuticle development	56	29	36.76	0.98896
GO:0007186	G-protein coupled receptor signaling pathway	108	60	70.9	0.98907
GO:0016360	sensory organ precursor cell fate determination	11	4	7.22	0.98926
GO:0030536	larval feeding behavior	11	4	7.22	0.98926
GO:0031427	response to methotrexate	11	4	7.22	0.98926
GO:0033014	tetrapyrrole biosynthetic process	11	4	7.22	0.98926
GO:0050920	regulation of chemotaxis	11	4	7.22	0.98926
GO:0060582	cell fate determination involved in pattern specification	11	4	7.22	0.98926
GO:1902667	regulation of axon guidance	11	4	7.22	0.98926
GO:0006727	ommochrome biosynthetic process	15	6	9.85	0.98932
GO:0007632	visual behavior	15	6	9.85	0.98932
GO:0008055	ocellus pigment biosynthetic process	15	6	9.85	0.98932
GO:0033060	ocellus pigmentation	15	6	9.85	0.98932
GO:0046152	ommochrome metabolic process	15	6	9.85	0.98932
GO:0046158	ocellus pigment metabolic process	15	6	9.85	0.98932
GO:0015918	sterol transport	9	3	5.91	0.99008
GO:0033962	cytoplasmic mRNA processing body assembly	9	3	5.91	0.99008
GO:0034334	adherens junction maintenance	9	3	5.91	0.99008
GO:0050878	regulation of body fluid levels	9	3	5.91	0.99008
GO:1902115	regulation of organelle assembly	9	3	5.91	0.99008
GO:1901136	carbohydrate derivative catabolic process	39	19	25.6	0.99054
GO:0006026	aminoglycan catabolic process	21	9	13.79	0.99105
GO:0048067	cuticle pigmentation	23	10	15.1	0.99174
GO:0006188	IMP biosynthetic process	7	2	4.6	0.99192
GO:0006458	'de novo' protein folding	7	2	4.6	0.99192
GO:0007080	mitotic metaphase plate congression	7	2	4.6	0.99192
GO:0035007	regulation of melanization defense response	7	2	4.6	0.99192
GO:0046040	IMP metabolic process	7	2	4.6	0.99192
GO:0051865	protein autoubiquitination	7	2	4.6	0.99192
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	91	49	59.74	0.99292
GO:0007187	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	14	5	9.19	0.99487
GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	14	5	9.19	0.99487
GO:0015850	organic hydroxy compound transport	14	5	9.19	0.99487
GO:0034605	cellular response to heat	18	7	11.82	0.99487
GO:0042023	DNA endoreduplication	18	7	11.82	0.99487
GO:0008052	sensory organ boundary specification	12	4	7.88	0.99517
GO:0006034	cuticle chitin metabolic process	5	1	3.28	0.99523
GO:0006304	DNA modification	5	1	3.28	0.99523
GO:0007249	I-kappaB kinase/NF-kappaB signaling	5	1	3.28	0.99523
GO:0097374	sensory neuron axon guidance	5	1	3.28	0.99523
GO:0009072	aromatic amino acid family metabolic process	10	3	6.57	0.99581
GO:0006011	UDP-glucose metabolic process	8	2	5.25	0.99686
GO:0007056	spindle assembly involved in female meiosis	8	2	5.25	0.99686
GO:0007060	male meiosis chromosome segregation	8	2	5.25	0.99686
GO:0046348	amino sugar catabolic process	13	4	8.53	0.99788
GO:1901072	glucosamine-containing compound catabolic process	13	4	8.53	0.99788
GO:0046148	pigment biosynthetic process	53	25	34.79	0.99821
GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	6	1	3.94	0.99836
GO:0007418	ventral midline development	6	1	3.94	0.99836
GO:0042438	melanin biosynthetic process	6	1	3.94	0.99836
GO:0051881	regulation of mitochondrial membrane potential	6	1	3.94	0.99836
GO:0008045	motor neuron axon guidance	39	17	25.6	0.99861
GO:0005984	disaccharide metabolic process	9	2	5.91	0.99880
GO:0005991	trehalose metabolic process	9	2	5.91	0.99880
GO:0006032	chitin catabolic process	12	3	7.88	0.99929
GO:0015718	monocarboxylic acid transport	7	1	4.6	0.99944
GO:0046189	phenol-containing compound biosynthetic process	10	2	6.57	0.99954
